a,delta,beta,objective,alpha,time,car
64,2.2509593529619387,2.207058138551176,3.6648647915369965,1263.7880153228127,0.01,0 days 00:06:04.330048000,65
65,1.2337495509199905,6.060078383325753,1.888875101701968,1172.5625008875495,0.06205263157894737,0 days 00:06:05.127411000,65
66,2.4550884320569537,6.636263442329231,2.800295041705741,1086.54758716593,0.11410526315789475,0 days 00:06:06.747210000,65
67,2.3981154684866777,1.792879154884381,3.5104251942253075,1008.6766010487177,0.16615789473684212,0 days 00:06:04.219011000,65
68,2.648643404662332,3.4456977007853697,1.9219710749058667,941.523101557104,0.2182105263157895,0 days 00:06:06.158351000,65
69,1.9388734362822688,6.784133211047424,0.54012351957857,886.8922053966736,0.2702631578947369,0 days 00:06:04.596249000,65
70,2.3835740479280267,5.484013989129054,3.96413865788994,845.5081234148018,0.3223157894736842,0 days 00:06:05.497102000,65
71,2.585843068242437,3.3849331248162966,1.4493058037587838,816.9321195461353,0.3743684210526316,0 days 00:06:04.474599000,65
72,0.6696520252540206,7.3589562811938425,3.062789948991859,799.7700154473799,0.426421052631579,0 days 00:06:05.115733000,65
73,1.010013191460509,5.00892361966498,2.3139643166611794,792.0922819131866,0.4784736842105263,0 days 00:06:05.000982000,65
74,1.9341472075510493,7.1658759869749336,2.426672476058319,791.8871379517387,0.5305263157894737,0 days 00:06:07.264687000,65
75,2.777884093505088,6.617555341862531,2.414995878931983,797.3810603292468,0.5825789473684211,0 days 00:06:04.812509000,65
76,2.951041471216544,2.1941799820512315,2.964099470031472,807.1706432902254,0.6346315789473684,0 days 00:06:06.628392000,65
77,1.9220764766944949,7.986078313977455,3.3945654770583458,820.2165008444539,0.6866842105263158,0 days 00:06:05.028766000,65
78,1.117386105603607,5.3924629275295235,3.1263211028760205,835.7867736613812,0.7387368421052632,0 days 00:06:06.214373000,65
79,2.5632110361250082,3.796690469257697,3.806950694015165,853.4144640123873,0.7907894736842106,0 days 00:06:04.395497000,65
80,1.779973756742915,3.608980593573896,1.4753555230357387,872.8923905741676,0.842842105263158,0 days 00:06:05.889959000,65
81,2.2649597085656548,3.558624127736665,0.6388278341113331,894.3002267716278,0.8948947368421053,0 days 00:06:04.974327000,65
82,2.2381848321547384,4.244375358261993,0.7627091210889159,918.0450258346665,0.9469473684210526,0 days 00:06:06.916220000,65
83,2.3062992231478368,5.1166347370058185,2.4464682188183127,944.8955115562982,0.9990000000000001,0 days 00:06:02.134279000,65
84,2.684997717185557,5.309993680127339,0.8839721007010264,1398.513262953952,1.0,0 days 00:23:18.387861000,59
85,1.00262611490442,3.1987678213895716,0.9942175488861162,2488.935878425949,0.01,0 days 00:06:13.688256000,59
86,2.30948816910724,5.921455758326428,3.3485635870095383,2349.056567442926,0.06205263157894737,0 days 00:06:12.856254000,59
87,0.9379372703672606,6.44299447129084,3.9594952326383703,2209.7988268174913,0.11410526315789475,0 days 00:06:13.467355000,59
88,0.8002067951989589,7.328162977614076,1.5896471985063725,2074.6645438183336,0.16615789473684212,0 days 00:06:13.006223000,59
89,0.5637706275301473,7.221845420684713,1.4276566074529562,1947.2376249116592,0.2182105263157895,0 days 00:06:12.761818000,59
90,2.1207307781161533,6.501349146185792,0.8612576639372312,1830.8177906056146,0.2702631578947369,0 days 00:06:12.347342000,59
91,0.8220931335759087,7.206325883520713,2.003976089570926,1728.039251395451,0.3223157894736842,0 days 00:06:13.333830000,59
92,2.31742122455836,7.801060183454157,1.1389011237449718,1640.5631967165875,0.3743684210526316,0 days 00:06:13.321284000,59
93,1.81720487734814,3.190773166963641,2.3798028439588923,1568.926550243039,0.426421052631579,0 days 00:06:13.116878000,59
94,2.162026084743065,3.2743046363361943,2.6906837145929963,1512.5857972149354,0.4784736842105263,0 days 00:06:14.569352000,59
95,2.429176259224884,7.06426160603291,3.8276553844207917,1470.13237688582,0.5305263157894737,0 days 00:06:13.112743000,59
96,0.7476519592602281,3.9145388118898703,3.9830578219006014,1439.6084472809162,0.5825789473684211,0 days 00:06:13.960664000,59
97,1.6286850543601976,7.359903576458461,3.521732748202085,1418.8414989177352,0.6346315789473684,0 days 00:06:13.492671000,59
98,1.224911870439635,4.403668849138882,3.0458790539542715,1405.7393629265616,0.6866842105263158,0 days 00:06:12.720541000,59
99,2.9549029348597973,2.503605148626743,1.1418201073586085,1398.5212541165088,0.7387368421052632,0 days 00:06:13.005618000,59
100,2.951544438035133,6.867780325149875,1.8656840770141525,1395.8848189361945,0.7907894736842106,0 days 00:06:12.813272000,59
101,2.038394881328183,6.864628216532085,0.6450546284855851,1397.1157320072157,0.842842105263158,0 days 00:06:14.000289000,59
102,1.3972612263164883,2.5415450028977573,3.7145946763974984,1402.1380256495415,0.8948947368421053,0 days 00:06:13.481427000,59
103,1.9635013020792915,1.7997227568881495,2.7349450433488904,1411.4876178403806,0.9469473684210526,0 days 00:06:13.389507000,59
104,0.7143450250303299,1.2678477563553017,1.606287294590377,1426.1786211430442,0.9990000000000001,0 days 00:06:09.080361000,59
105,1.3579361044628655,2.8965522479271155,0.5050021808172531,1794.3316943877915,1.0,0 days 00:23:02.752328000,67
106,0.6491914558997818,1.4037101960118403,1.7535917452343304,3635.01405105025,0.01,0 days 00:06:05.803378000,67
107,2.3580905635733207,4.673428812186117,2.95897978610576,3353.7839444865867,0.06205263157894737,0 days 00:06:06.169212000,67
108,2.5598692239947693,5.137840158615238,0.6319257387022248,3066.1635156187303,0.11410526315789475,0 days 00:06:05.927265000,67
109,1.1574085307632669,3.5912534244878374,2.001308650586865,2779.9657297443746,0.16615789473684212,0 days 00:06:05.021079000,67
110,0.5537997525401266,3.6934896760099294,1.4620644941999523,2504.580858491972,0.2182105263157895,0 days 00:06:06.616195000,67
111,2.0325681785402923,6.134191262392348,2.82849547915856,2250.2400320065303,0.2702631578947369,0 days 00:06:07.788804000,67
112,0.5000571679434168,4.439769742793443,3.0133457247408217,2026.7505204184927,0.3223157894736842,0 days 00:06:06.152470000,67
113,1.5598536604459607,4.986656111214334,0.9218192231890456,1841.84703721754,0.3743684210526316,0 days 00:06:05.164437000,67
114,0.9662845475075348,2.8894684333626466,3.225533618007648,1699.6271116976502,0.426421052631579,0 days 00:06:05.368440000,67
115,2.3658204287647004,2.0210477920736225,2.1623881513883383,1599.7721612946234,0.4784736842105263,0 days 00:06:04.841743000,67
116,0.5802653214112374,2.1033559204796406,2.9097025236821192,1538.0696420924787,0.5305263157894737,0 days 00:06:06.091622000,67
117,1.6113108908235132,5.543149073910381,0.9704498754582248,1508.0636612893668,0.5825789473684211,0 days 00:06:05.396645000,67
118,2.2446104895107144,1.8469649266602548,3.977622915464642,1502.9769298789881,0.6346315789473684,0 days 00:06:05.579234000,67
119,0.6029944247468699,6.782979709022382,3.962462460127521,1517.0244844596054,0.6866842105263158,0 days 00:06:05.290162000,67
120,1.7480509511460678,2.030811083141112,2.048419023971997,1545.8375051425335,0.7387368421052632,0 days 00:06:06.124976000,67
121,2.1042069699024357,2.9354587611720904,0.704431399260856,1586.271565324086,0.7907894736842106,0 days 00:06:06.103765000,67
122,0.6269772300891148,1.4162933017977308,3.2972642628332065,1635.9901983266113,0.842842105263158,0 days 00:06:05.528002000,67
123,2.1250282776522087,3.3447097132166763,3.9903653659252214,1693.047965303729,0.8948947368421053,0 days 00:06:06.887600000,67
124,2.2512431350026523,6.340559135444463,3.919071958793216,1755.5284411108187,0.9469473684210526,0 days 00:06:06.454117000,67
125,2.8232640637994826,5.167638416875868,2.0784601558080467,1821.227538532868,0.9990000000000001,0 days 00:06:01.054646000,67
126,0.6213305900142972,3.8735938381809887,1.093745659873337,2092.1622718879003,1.0,0 days 00:23:03.654160000,66
127,2.5336972455574824,5.717007965101447,3.4093815417776105,3064.798986569628,0.01,0 days 00:06:05.595050000,66
128,2.6333980890635136,1.1037487833482236,3.5394054430738384,2892.8351040103507,0.06205263157894737,0 days 00:06:06.293574000,66
129,0.590733251783442,5.997713114577067,0.7501304895363852,2723.0144062210184,0.11410526315789475,0 days 00:06:07.385517000,66
130,1.1945163898434612,4.724119731394797,0.8790568814318069,2560.279863611806,0.16615789473684212,0 days 00:06:05.561141000,66
131,2.4522413633208777,5.602254303920011,2.0903499160369123,2409.671035692873,0.2182105263157895,0 days 00:06:07.880530000,66
132,1.492082676761586,2.6675087203300767,1.600683658269225,2275.744692336736,0.2702631578947369,0 days 00:06:07.642910000,66
133,2.5867558023215347,1.2998708385970383,3.235749835805988,2161.9752084449387,0.3223157894736842,0 days 00:06:06.893628000,66
134,1.8988769387189148,7.6250441592086995,3.9810937815947036,2070.301651244784,0.3743684210526316,0 days 00:06:06.484087000,66
135,1.1439725258486622,5.605838597106227,1.8171650778123976,2000.9733885105825,0.426421052631579,0 days 00:06:03.861241000,66
136,2.7340704592304923,2.848651827735651,3.941270432232223,1952.7464637453575,0.4784736842105263,0 days 00:06:07.383961000,66
137,0.8132082205202105,4.938327945239834,2.9629065232975256,1923.3449628584106,0.5305263157894737,0 days 00:06:07.988219000,66
138,2.5855765910819324,1.2201507097158886,1.5579697637620833,1910.0108701285833,0.5825789473684211,0 days 00:06:08.044719000,66
139,1.9816276512044304,7.594126471711534,3.5022621890379595,1909.973338987227,0.6346315789473684,0 days 00:06:07.621401000,66
140,2.9883940894123677,4.471862526341259,1.13902223770816,1920.7470580128247,0.6866842105263158,0 days 00:06:08.832306000,66
141,1.6498662553940218,1.4563338276757165,3.613879838259368,1940.252523133427,0.7387368421052632,0 days 00:06:07.925909000,66
142,2.9197821236106,7.628703639452863,3.5273778486893588,1966.7956621814224,0.7907894736842106,0 days 00:06:07.632108000,66
143,0.4766707599009957,4.839319372347874,2.4643080930550187,1998.9527162577224,0.842842105263158,0 days 00:06:07.970702000,66
144,0.6236445092948935,6.736309402141602,1.962679624083285,2035.4043681584146,0.8948947368421053,0 days 00:06:06.568114000,66
145,0.8835192827984487,4.348988323733268,0.995800036379202,2074.7736890798355,0.9469473684210526,0 days 00:06:07.665394000,66
146,2.2164643591509297,6.693469769832455,3.896039411134937,2115.552009700643,0.9990000000000001,0 days 00:06:02.364356000,66
147,2.5154909785941446,5.111576804620992,2.0490773710753403,1348.7412547915262,1.0,0 days 00:22:53.399329000,62
148,2.8693087827655552,5.268165511110736,1.9041661343228744,2370.7857071838725,0.01,0 days 00:06:03.216675000,62
149,1.9888922109480258,6.141929270916477,2.96161422406523,2233.692468229279,0.06205263157894737,0 days 00:06:02.694461000,62
150,0.94469793403665,2.8282489390202743,1.2601832750598043,2097.5818122721685,0.11410526315789475,0 days 00:06:03.108207000,62
151,2.7652331607884726,2.391776508571221,3.0316880782378663,1965.861860640664,0.16615789473684212,0 days 00:06:04.460456000,62
152,2.947085133100276,1.0333384633922664,2.9616975458918033,1841.9760528588345,0.2182105263157895,0 days 00:06:03.421633000,62
153,2.150075125172421,1.8696214637080175,2.693206679549192,1729.0482903202692,0.2702631578947369,0 days 00:06:03.193055000,62
154,1.3108289963367663,5.117609005769004,1.5836422720025891,1629.5253216215685,0.3223157894736842,0 days 00:06:01.845912000,62
155,1.3728305279374369,5.898614088275241,2.6056812483771368,1544.9019900774406,0.3743684210526316,0 days 00:06:04.240137000,62
156,0.9381272370219244,2.2253024065648668,2.247452562650869,1475.6041693825453,0.426421052631579,0 days 00:06:01.716013000,62
157,0.4145021957375983,4.765789925136833,1.283935248816462,1421.0593123226142,0.4784736842105263,0 days 00:06:03.390629000,62
158,1.7477207249759523,6.688049209265693,3.9328455069363417,1379.9252955829777,0.5305263157894737,0 days 00:06:02.407496000,62
159,2.729945224924081,2.7231702227692547,2.7912226936173834,1350.406077003824,0.5825789473684211,0 days 00:06:03.875808000,62
160,2.9571847962350364,3.7381618577037816,2.754703223634793,1330.5767296013269,0.6346315789473684,0 days 00:06:03.117702000,62
161,0.42921991604405335,2.2050818924535465,2.5986717504504213,1318.6643435362105,0.6866842105263158,0 days 00:06:03.277768000,62
162,1.6536547771000414,6.870990073690384,3.5623537550937643,1313.2628348107605,0.7387368421052632,0 days 00:06:02.392550000,62
163,2.342458628263891,7.552456346965929,2.9766169190700604,1313.479680244388,0.7907894736842106,0 days 00:06:03.013696000,62
164,1.353789348642117,1.296143616521762,1.5459178694907894,1319.0147574203763,0.842842105263158,0 days 00:06:03.679981000,62
165,0.9263056401626172,7.1251687413661875,2.1056110729365347,1330.160206921402,0.8948947368421053,0 days 00:06:04.588659000,62
166,1.0579980341439486,3.2638042419714006,0.5053836079097432,1347.6949500224032,0.9469473684210526,0 days 00:06:01.114692000,62
167,1.2699114911070084,5.9974282552523555,1.0981594623315178,1372.6403878326328,0.9990000000000001,0 days 00:06:03.517281000,62
168,1.0108397834198042,2.250837638725629,2.2111938607506403,906.6466081652679,1.0,0 days 00:22:57.201056000,63
169,1.7147687491816797,2.626722626976231,2.199356445061144,1162.2352801538593,0.01,0 days 00:06:03.861568000,63
170,2.2516984871173698,6.750237025295472,2.6754470664551926,1078.4752870239045,0.06205263157894737,0 days 00:06:06.396238000,63
171,1.6288738268116856,6.749357479118718,0.6626296088518011,1000.6413172760899,0.11410526315789475,0 days 00:06:05.024445000,63
172,1.5122671122702631,7.3514073517012894,2.3015628249195164,931.5124572720621,0.16615789473684212,0 days 00:06:06.275401000,63
173,2.2172521542391506,2.4171482561809867,0.6084156338880908,873.4082009399533,0.2182105263157895,0 days 00:06:07.481194000,63
174,2.2978402472711545,4.262125858663202,1.613978522447066,827.7760479279292,0.2702631578947369,0 days 00:06:06.853888000,63
175,1.9587757699625985,2.154720111678979,1.2880812138613,794.9084824129731,0.3223157894736842,0 days 00:06:07.463648000,63
176,0.7885288110405235,3.8342975485797295,1.7942393679839093,773.9325918450149,0.3743684210526316,0 days 00:06:06.409274000,63
177,2.46175949724245,4.3685312214098735,2.5257619688894133,763.1162464190324,0.426421052631579,0 days 00:06:06.904819000,63
178,2.7914193652324277,6.58719732840604,1.4721830641537408,760.372006120194,0.4784736842105263,0 days 00:06:07.170760000,63
179,2.690874136337499,7.1520617832282865,3.0000002557546086,763.7356181618048,0.5305263157894737,0 days 00:06:08.251038000,63
180,1.2764981585248882,3.260597389077143,1.6083175156415301,771.6424675353809,0.5825789473684211,0 days 00:06:05.706368000,63
181,2.2451507109380087,5.124296343059855,3.716899939192531,782.9745207171139,0.6346315789473684,0 days 00:06:07.498678000,63
182,1.268247413702268,2.8800777354098264,3.251015839431497,796.9707415610063,0.6866842105263158,0 days 00:06:06.348899000,63
183,0.8257411809896873,6.426675696796911,0.5361063663606814,813.1160854207393,0.7387368421052632,0 days 00:06:07.937518000,63
184,2.683235610446938,5.156075553158874,2.8462265780335114,831.0788182591033,0.7907894736842106,0 days 00:06:06.845421000,63
185,0.6931892905233676,4.1291989737922385,2.2298065431109313,850.7124706367972,0.842842105263158,0 days 00:06:07.404509000,63
186,0.7820120670054281,7.071932724687562,2.061096405230576,872.1069397080322,0.8948947368421053,0 days 00:06:05.719563000,63
187,2.982015034468912,6.851726094240331,3.806992358162632,895.6631599118161,0.9469473684210526,0 days 00:06:08.020319000,63
188,2.5589722554524297,6.335117141130179,3.752300038146048,922.1695539203081,0.9990000000000001,0 days 00:06:01.651253000,63
189,2.7093337605190806,1.857413509252586,1.1046925315740086,1337.4797310166314,1.0,0 days 00:22:54.708352000,61
190,0.985562460836832,2.30019773940853,3.4294852855494016,2869.3765931660632,0.01,0 days 00:06:05.119386000,61
191,2.8415308437191658,1.7098535972994091,1.837830242475288,2620.221228461066,0.06205263157894737,0 days 00:06:02.630621000,61
192,0.5152968976385344,5.1790968788987914,3.6893091985489304,2370.481170987896,0.11410526315789475,0 days 00:06:04.037675000,61
193,1.0340227049156372,7.678288838180497,1.2461210101780238,2128.374529561608,0.16615789473684212,0 days 00:06:03.760433000,61
194,0.5551741820483079,3.9360542473275584,3.5501765535626064,1903.2178114289402,0.2182105263157895,0 days 00:06:03.135128000,61
195,0.7232195974175818,6.432803708874875,0.7521176742397341,1704.3280191868826,0.2702631578947369,0 days 00:06:03.306559000,61
196,1.43071029383924,4.64055742572476,2.7511645123358988,1539.3579556883442,0.3223157894736842,0 days 00:06:03.489186000,61
197,2.79307020757698,4.891342940580094,2.0477654115629216,1412.4182992405902,0.3743684210526316,0 days 00:06:03.939652000,61
198,0.6909448271435872,3.579218130606101,3.9449019955464983,1322.8003051848027,0.426421052631579,0 days 00:06:04.164278000,61
199,0.8229008477295723,4.0732334796176435,1.4795633513843682,1265.2466285155533,0.4784736842105263,0 days 00:06:05.605070000,61
200,0.7140538927872504,7.110570167492753,2.669193264175156,1232.0025654777016,0.5305263157894737,0 days 00:06:04.385304000,61
201,1.784635541604689,1.7017960981315974,2.4940711221394203,1215.5837111253481,0.5825789473684211,0 days 00:06:03.723062000,61
202,0.8450275854707966,4.671815496327568,1.9726976947436223,1210.6365836796338,0.6346315789473684,0 days 00:06:02.902873000,61
203,1.4979937549249611,5.584155148686504,0.7323764197196849,1214.178811730089,0.6866842105263158,0 days 00:06:03.936535000,61
204,1.925499473551123,1.8668572693359584,3.3602520449568942,1224.793891070271,0.7387368421052632,0 days 00:06:02.862943000,61
205,1.1581009081069606,5.0232988261641065,1.3014652929390482,1241.7111770356933,0.7907894736842106,0 days 00:06:02.545646000,61
206,2.4669553296960767,3.761244428705581,2.8461021470025516,1264.243954017362,0.842842105263158,0 days 00:06:02.519112000,61
207,2.4705659040667904,6.906240415858527,3.799618853112042,1291.5809729314738,0.8948947368421053,0 days 00:06:04.302128000,61
208,2.213913150487936,3.373776765674746,2.106707824365013,1322.7652233620774,0.9469473684210526,0 days 00:06:02.803480000,61
209,2.252927728268581,5.5385341938930095,2.8857423533174797,1356.73466210943,0.9990000000000001,0 days 00:06:02.318851000,61
210,0.7879327177926556,5.573341355876318,3.3762081703218323,966.3621019885187,1.0,0 days 00:24:09.108559000,49
211,2.202663066460412,1.6310470004071012,0.7459412862774608,2345.964002924656,0.01,0 days 00:06:10.467649000,49
212,2.2281178801798944,4.336786356290471,1.8663270530993696,2136.9206445725786,0.06205263157894737,0 days 00:06:12.128255000,49
213,1.1584214667389736,2.4636574932721818,3.217998574685692,1925.708839892927,0.11410526315789475,0 days 00:06:11.372451000,49
214,2.9931831056785216,4.465901227177191,2.22387435730639,1718.1182387665624,0.16615789473684212,0 days 00:06:11.655180000,49
215,2.173986825306919,1.2287789597563332,2.048663185181012,1520.8348183845017,0.2182105263157895,0 days 00:06:11.275066000,49
216,0.7619256512934578,2.8935205267884125,3.839206532356808,1340.8571022069355,0.2702631578947369,0 days 00:06:11.868329000,49
217,1.3135186754284955,6.340137148607013,2.074816989545916,1184.5756830341224,0.3223157894736842,0 days 00:06:11.322044000,49
218,2.628364266378735,3.3719671060014518,3.838798057184395,1056.638241930321,0.3743684210526316,0 days 00:06:13.222048000,49
219,0.4663351548344478,3.334702012832832,1.885617666890186,958.9352228928567,0.426421052631579,0 days 00:06:11.489500000,49
220,0.5450820680997406,4.8336368540965085,3.407422584186661,890.1888510558786,0.4784736842105263,0 days 00:06:12.766008000,49
221,2.0652065798839168,7.012444585768313,0.5120688130934027,846.4927576095498,0.5305263157894737,0 days 00:06:12.830463000,49
222,2.7063696552540617,3.7510461231608,1.0470591209253943,822.6612215564638,0.5825789473684211,0 days 00:06:12.607065000,49
223,0.5841426123508411,3.8608377818701256,1.986341199339,813.7327938346953,0.6346315789473684,0 days 00:06:10.914458000,49
224,2.6730727738516245,4.057617105621222,0.5941349990542467,815.9282742078526,0.6866842105263158,0 days 00:06:12.066634000,49
225,1.9227960286421455,2.7814588662076085,3.927065045934569,826.8340817596901,0.7387368421052632,0 days 00:06:12.224219000,49
226,1.641838029994649,5.557089329153937,0.7549536621667279,845.0796989972565,0.7907894736842106,0 days 00:06:11.472002000,49
227,0.6624319923206936,1.0543229048295022,3.853242057386223,869.9087464295334,0.842842105263158,0 days 00:06:12.227243000,49
228,2.606802755321321,1.6347548697569732,0.7314635493514918,900.8784876881019,0.8948947368421053,0 days 00:06:12.396748000,49
